order_id,order_date,city,states,sales_channel,store_type,product_category,quantity,unit_price,discount_percent,net_sales_amount,payment_mode,customer_gender,customer_age
ORD1034589,25-02-2022,Delhi,Delhi,Online,Online Only,Contact Lenses,3,1414,5,4029.9,Net Banking,Other,28
ORD1034590,06-09-2025,Kolkata,West Bengal,Offline,Online Only,Computer Glasses,1,3570,10,3213,Debit Card,Male,22
ORD1034591,23-05-2022,Hyderabad,Telangana,Offline,High Street Store,Contact Lenses,2,4450,15,7565,Debit Card,Female,46
ORD1034592,09-05-2024,Bhopal,Madhya Pradesh,Offline,Standalone Store,Contact Lenses,2,1500,10,2700,Credit Card,Female,22
ORD1034593,14-11-2025,Kochi,Kerala,Online,Online Only,Computer Glasses,2,912,10,1641.6,UPI,Female,21
ORD1034594,26-10-2023,Trivandrum,Kerala,Offline,Online Only,Computer Glasses,3,1882,5,5363.7,UPI,Other,46
ORD1034595,24-11-2025,Faridabad,Haryana,Online,Online Only,Computer Glasses,3,1371,10,3701.7,Credit Card,Other,26
ORD1034596,25-06-2022,Kolkata,West Bengal,Offline,Mall Store,Sunglasses,2,3108,10,5594.4,Cash,Male,54
ORD1034597,18-03-2023,Kochi,Kerala,Offline,Mall Store,Eyeglasses,1,3203,15,2722.55,UPI,Other,27
ORD1034598,12-04-2025,Faridabad,Haryana,Online,Online Only,Computer Glasses,1,2494,15,2119.9,Net Banking,Female,63
ORD1034599,07-04-2024,Faridabad,Haryana,Online,Online Only,Contact Lenses,3,3383,10,9134.1,Credit Card,Male,20
ORD1034600,29-04-2023,Delhi,Delhi,Online,Online Only,Contact Lenses,2,3363,15,5717.1,Cash,Other,29
ORD1034601,25-12-2024,Kolkata,West Bengal,Offline,Mall Store,Eyeglasses,1,927,10,834.3,Credit Card,Male,21
ORD1034602,02-07-2022,Hyderabad,Telangana,Online,Online Only,Computer Glasses,2,3691,10,6643.8,Cash,Male,53
ORD1034603,04-12-2023,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,3,4701,10,12692.7,Net Banking,Female,64
ORD1034604,06-12-2024,Delhi,Delhi,Online,Online Only,Contact Lenses,1,2388,15,2029.8,Debit Card,Male,25
ORD1034605,22-11-2025,Faridabad,Haryana,Online,Online Only,Sunglasses,2,1716,5,3260.4,UPI,Female,50
ORD1034606,13-08-2024,Chandigarh,Chandigarh,Online,Online Only,Sunglasses,1,1913,5,1817.35,Debit Card,Other,35
ORD1034607,20-12-2024,Chennai,Tamil Nadu,Online,Online Only,Eyeglasses,1,4340,0,4340,Credit Card,Male,18
ORD1034608,06-05-2023,Kochi,Kerala,Online,Online Only,Contact Lenses,1,1459,20,1167.2,Credit Card,Female,36
ORD1034609,22-06-2025,Jaipur,Rajasthan,Offline,High Street Store,Eyeglasses,3,4506,10,12166.2,Debit Card,Female,61
ORD1034610,30-11-2023,Chandigarh,Chandigarh,Online,Online Only,Eyeglasses,1,1399,15,1189.15,Net Banking,Female,46
ORD1034611,10-12-2022,Jaipur,Rajasthan,Online,Online Only,Computer Glasses,1,4255,5,4042.25,UPI,Male,53
ORD1034612,21-07-2025,Delhi,Delhi,Online,Online Only,Eyeglasses,2,3395,0,6790,Net Banking,Female,36
ORD1034613,08-04-2022,Hyderabad,Telangana,Offline,High Street Store,Contact Lenses,2,1721,0,3442,Debit Card,Male,26
ORD1034614,27-09-2025,Patna,Bihar,Offline,Mall Store,Computer Glasses,2,2850,0,5700,UPI,Male,23
ORD1034615,17-02-2024,Coimbatore,Tamil Nadu,Online,Online Only,Sunglasses,2,3395,15,5771.5,UPI,Male,18
ORD1034616,26-06-2024,Bhubaneswar,Odisha,Offline,Standalone Store,Eyeglasses,3,3355,0,10065,Cash,Female,43
ORD1034617,20-08-2023,Patna,Bihar,Offline,High Street Store,Sunglasses,3,3722,20,8932.8,Net Banking,Other,45
ORD1034618,22-12-2025,Jaipur,Rajasthan,Offline,Standalone Store,Contact Lenses,3,3949,0,11847,UPI,Other,21
ORD1034619,01-01-2023,Hyderabad,Telangana,Online,Online Only,Eyeglasses,1,4600,15,3910,Cash,Female,18
ORD1034620,30-10-2025,Noida,Uttar Pradesh,Online,Online Only,Computer Glasses,2,4304,0,8608,Net Banking,Male,40
ORD1034621,20-10-2024,Trivandrum,Kerala,Offline,Mall Store,Contact Lenses,2,2382,10,4287.6,Credit Card,Female,60
ORD1034622,12-05-2022,Ahmedabad,Gujarat,Online,Online Only,Computer Glasses,3,2687,10,7254.9,Debit Card,Female,43
ORD1034623,08-11-2022,Gurugram,Haryana,Online,Online Only,Eyeglasses,3,3091,5,8809.35,UPI,Other,57
ORD1034624,14-07-2023,Ahmedabad,Gujarat,Offline,High Street Store,Contact Lenses,1,3869,15,3288.65,Net Banking,Female,64
ORD1034625,28-11-2022,Lucknow,Uttar Pradesh,Online,Online Only,Computer Glasses,2,1121,10,2017.8,Credit Card,Male,44
ORD1034626,04-05-2025,Indore,Madhya Pradesh,Offline,Mall Store,Computer Glasses,2,2409,10,4336.2,Cash,Female,52
ORD1034627,06-12-2023,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,3,1027,25,2310.75,UPI,Female,51
ORD1034628,02-04-2024,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,1,1221,20,976.8,Net Banking,Male,25
ORD1034629,09-08-2022,Indore,Madhya Pradesh,Offline,Mall Store,Computer Glasses,1,1361,20,1088.8,Cash,Other,62
ORD1034630,24-12-2025,Kolkata,West Bengal,Offline,Online Only,Computer Glasses,3,1104,15,2815.2,Net Banking,Female,43
ORD1034631,14-04-2022,Chandigarh,Chandigarh,Online,Online Only,Computer Glasses,3,4258,10,11496.6,Credit Card,Other,62
ORD1034632,08-05-2024,Hyderabad,Telangana,Online,Online Only,Computer Glasses,2,1498,10,2696.4,Debit Card,Other,30
ORD1034633,31-05-2024,Kochi,Kerala,Offline,Online Only,Sunglasses,2,846,15,1438.2,Net Banking,Male,37
ORD1034634,02-11-2024,Coimbatore,Tamil Nadu,Online,Online Only,Eyeglasses,2,4983,10,8969.4,Debit Card,Male,57
ORD1034635,16-02-2023,Bhopal,Madhya Pradesh,Offline,High Street Store,Sunglasses,3,2671,20,6410.4,Cash,Female,33
ORD1034636,04-05-2022,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,2,4790,10,8622,Net Banking,Other,36
ORD1034637,14-05-2025,Hyderabad,Telangana,Online,Online Only,Eyeglasses,2,992,0,1984,UPI,Female,62
ORD1034638,02-04-2024,Coimbatore,Tamil Nadu,Offline,Online Only,Contact Lenses,3,4729,5,13477.65,Cash,Other,59
ORD1034639,23-04-2023,Ranchi,Jharkhand,Offline,High Street Store,Eyeglasses,1,3728,0,3728,Credit Card,Female,24
ORD1034640,29-11-2025,Ahmedabad,Gujarat,Online,Online Only,Contact Lenses,2,1382,0,2764,Credit Card,Male,50
ORD1034641,13-10-2023,Patna,Bihar,Offline,Mall Store,Sunglasses,3,3316,5,9450.6,Credit Card,Male,37
ORD1034642,26-07-2023,Faridabad,Haryana,Online,Online Only,Eyeglasses,1,1856,15,1577.6,UPI,Female,19
ORD1034643,27-11-2023,Coimbatore,Tamil Nadu,Offline,Online Only,Contact Lenses,3,2018,10,5448.6,Debit Card,Other,60
ORD1034644,18-04-2024,Bhubaneswar,Odisha,Online,Online Only,Computer Glasses,3,1186,15,3024.3,Cash,Other,27
ORD1034645,09-03-2022,Pune,Maharashtra,Offline,Online Only,Sunglasses,1,2381,25,1785.75,Credit Card,Female,60
ORD1034646,22-11-2025,Bhubaneswar,Odisha,Online,Online Only,Contact Lenses,3,824,10,2224.8,Cash,Male,57
ORD1034647,05-08-2022,Indore,Madhya Pradesh,Offline,Online Only,Computer Glasses,3,2044,5,5825.4,UPI,Male,62
ORD1034648,15-12-2024,Cuttack,Odisha,Online,Online Only,Computer Glasses,3,1101,15,2807.55,Cash,Male,30
ORD1034649,06-06-2024,Faridabad,Haryana,Offline,High Street Store,Sunglasses,1,3748,15,3185.8,Debit Card,Other,19
ORD1034650,14-07-2023,Kochi,Kerala,Offline,High Street Store,Sunglasses,3,4002,0,12006,Credit Card,Male,21
ORD1034651,03-04-2025,Lucknow,Uttar Pradesh,Offline,Online Only,Sunglasses,1,2772,5,2633.4,Cash,Other,34
ORD1034652,16-09-2024,Lucknow,Uttar Pradesh,Offline,High Street Store,Computer Glasses,1,2555,20,2044,UPI,Female,18
ORD1034653,03-08-2025,Jaipur,Rajasthan,Offline,High Street Store,Sunglasses,2,1111,10,1999.8,Net Banking,Female,57
ORD1034654,16-02-2022,Kochi,Kerala,Offline,Online Only,Sunglasses,1,3218,5,3057.1,Cash,Male,37
ORD1034655,13-02-2022,Lucknow,Uttar Pradesh,Offline,Standalone Store,Contact Lenses,3,1233,0,3699,Net Banking,Other,48
ORD1034656,04-04-2022,Cuttack,Odisha,Offline,Mall Store,Eyeglasses,1,1391,10,1251.9,Net Banking,Female,63
ORD1034657,22-11-2025,Chandigarh,Chandigarh,Offline,High Street Store,Computer Glasses,1,912,15,775.2,Net Banking,Male,31
ORD1034658,30-09-2025,Ranchi,Jharkhand,Online,Online Only,Sunglasses,3,1771,5,5047.35,UPI,Other,27
ORD1034659,26-09-2022,Pune,Maharashtra,Online,Online Only,Sunglasses,1,3240,0,3240,Credit Card,Male,28
ORD1034660,14-12-2022,Chandigarh,Chandigarh,Online,Online Only,Sunglasses,2,3926,25,5889,Credit Card,Male,35
ORD1034661,22-09-2023,Chandigarh,Chandigarh,Offline,Online Only,Contact Lenses,3,3052,20,7324.8,UPI,Other,50
ORD1034662,18-12-2023,Bhubaneswar,Odisha,Online,Online Only,Sunglasses,2,3091,10,5563.8,Cash,Other,48
ORD1034663,27-03-2022,Ranchi,Jharkhand,Online,Online Only,Contact Lenses,1,2389,0,2389,Net Banking,Male,52
ORD1034664,01-02-2023,Cuttack,Odisha,Offline,High Street Store,Computer Glasses,1,1270,15,1079.5,Credit Card,Other,45
ORD1034665,16-04-2024,Ahmedabad,Gujarat,Online,Online Only,Eyeglasses,1,1507,0,1507,Cash,Female,57
ORD1034666,19-10-2023,Patna,Bihar,Offline,Standalone Store,Eyeglasses,2,994,0,1988,Net Banking,Male,19
ORD1034667,05-02-2023,Bengaluru,Karnataka,Offline,High Street Store,Eyeglasses,1,4342,10,3907.8,UPI,Male,30
ORD1034668,13-12-2025,Kolkata,West Bengal,Offline,Online Only,Computer Glasses,2,4593,0,9186,UPI,Male,27
ORD1034669,15-02-2024,Bengaluru,Karnataka,Offline,Standalone Store,Sunglasses,2,990,0,1980,Debit Card,Male,60
ORD1034670,09-07-2022,Patna,Bihar,Online,Online Only,Contact Lenses,3,1185,10,3199.5,Cash,Female,64
ORD1034671,09-07-2025,Bhopal,Madhya Pradesh,Online,Online Only,Sunglasses,3,3160,10,8532,Debit Card,Male,44
ORD1034672,28-03-2022,Kochi,Kerala,Online,Online Only,Contact Lenses,1,1257,10,1131.3,UPI,Other,27
ORD1034673,19-10-2025,Kolkata,West Bengal,Online,Online Only,Computer Glasses,2,3959,10,7126.2,Net Banking,Male,21
ORD1034674,03-06-2024,Indore,Madhya Pradesh,Offline,Online Only,Contact Lenses,1,4943,15,4201.55,UPI,Male,56
ORD1034675,10-11-2022,Delhi,Delhi,Online,Online Only,Sunglasses,3,4559,20,10941.6,UPI,Male,45
ORD1034676,18-03-2025,Bhopal,Madhya Pradesh,Offline,Online Only,Contact Lenses,2,1973,15,3354.1,Debit Card,Other,49
ORD1034677,14-03-2022,Bhopal,Madhya Pradesh,Offline,Online Only,Sunglasses,2,2141,5,4067.9,UPI,Female,22
ORD1034678,22-06-2024,Noida,Uttar Pradesh,Online,Online Only,Eyeglasses,2,3145,0,6290,Cash,Male,55
ORD1034679,03-12-2024,Trivandrum,Kerala,Online,Online Only,Contact Lenses,3,3807,0,11421,UPI,Male,56
ORD1034680,22-02-2022,Kochi,Kerala,Online,Online Only,Eyeglasses,1,3269,15,2778.65,Debit Card,Male,46
ORD1034681,31-12-2022,Chandigarh,Chandigarh,Online,Online Only,Eyeglasses,2,2713,10,4883.4,Credit Card,Other,50
ORD1034682,29-03-2023,Lucknow,Uttar Pradesh,Online,Online Only,Computer Glasses,3,3442,0,10326,UPI,Male,55
ORD1034683,29-05-2025,Kolkata,West Bengal,Online,Online Only,Sunglasses,2,4232,10,7617.6,Net Banking,Male,18
ORD1034684,05-02-2023,Ranchi,Jharkhand,Offline,Online Only,Computer Glasses,1,3068,15,2607.8,UPI,Other,48
ORD1034685,03-07-2022,Jaipur,Rajasthan,Offline,High Street Store,Sunglasses,1,2534,10,2280.6,Cash,Other,39
ORD1034686,05-01-2023,Bhopal,Madhya Pradesh,Offline,Standalone Store,Contact Lenses,1,1700,0,1700,Net Banking,Male,34
ORD1034687,28-11-2022,Gurugram,Haryana,Online,Online Only,Contact Lenses,3,4517,15,11518.35,Cash,Other,27
ORD1034688,25-01-2024,Chandigarh,Chandigarh,Online,Online Only,Computer Glasses,3,3686,15,9399.3,Debit Card,Other,58
ORD1034689,28-09-2023,Delhi,Delhi,Offline,Online Only,Sunglasses,1,2439,10,2195.1,Net Banking,Female,33
ORD1034690,27-05-2025,Kolkata,West Bengal,Offline,High Street Store,Computer Glasses,3,2942,0,8826,Cash,Female,55
ORD1034691,19-01-2022,Noida,Uttar Pradesh,Offline,High Street Store,Eyeglasses,2,2657,15,4516.9,Cash,Male,33
ORD1034692,22-11-2022,Bhopal,Madhya Pradesh,Offline,Mall Store,Eyeglasses,1,2054,10,1848.6,Net Banking,Male,19
ORD1034693,08-03-2023,Chennai,Tamil Nadu,Offline,High Street Store,Contact Lenses,3,3783,25,8511.75,Debit Card,Other,26
ORD1034694,26-04-2025,Lucknow,Uttar Pradesh,Online,Online Only,Eyeglasses,3,1971,0,5913,Debit Card,Other,19
ORD1034695,24-01-2022,Kochi,Kerala,Online,Online Only,Contact Lenses,1,827,0,827,Debit Card,Male,26
ORD1034696,07-05-2025,Trivandrum,Kerala,Offline,Standalone Store,Eyeglasses,1,4278,15,3636.3,Net Banking,Male,34
ORD1034697,03-12-2023,Kolkata,West Bengal,Offline,High Street Store,Computer Glasses,1,4462,15,3792.7,Cash,Male,61
ORD1034698,03-05-2025,Kochi,Kerala,Online,Online Only,Sunglasses,2,3848,25,5772,Debit Card,Male,60
ORD1034699,15-05-2023,Bengaluru,Karnataka,Offline,Online Only,Computer Glasses,2,3756,15,6385.2,Debit Card,Female,23
ORD1034700,16-08-2022,Delhi,Delhi,Online,Online Only,Sunglasses,1,1198,10,1078.2,UPI,Male,27
ORD1034701,27-03-2025,Coimbatore,Tamil Nadu,Offline,Standalone Store,Eyeglasses,3,2908,0,8724,Net Banking,Male,48
ORD1034702,02-02-2023,Jaipur,Rajasthan,Online,Online Only,Sunglasses,3,3934,5,11211.9,Net Banking,Male,36
ORD1034703,22-10-2025,Jaipur,Rajasthan,Online,Online Only,Contact Lenses,1,3597,15,3057.45,Debit Card,Female,50
ORD1034704,21-08-2023,Hyderabad,Telangana,Online,Online Only,Eyeglasses,1,3455,15,2936.75,Net Banking,Female,38
ORD1034705,18-08-2022,Bhopal,Madhya Pradesh,Online,Online Only,Contact Lenses,1,2886,10,2597.4,UPI,Other,62
ORD1034706,27-11-2023,Gurugram,Haryana,Offline,Online Only,Contact Lenses,1,4028,0,4028,Debit Card,Other,57
ORD1034707,11-07-2024,Lucknow,Uttar Pradesh,Online,Online Only,Eyeglasses,1,3819,10,3437.1,Net Banking,Female,59
ORD1034708,21-05-2022,Gurugram,Haryana,Online,Online Only,Computer Glasses,1,4721,5,4484.95,UPI,Other,58
ORD1034709,05-10-2023,Chandigarh,Chandigarh,Online,Online Only,Eyeglasses,2,4177,0,8354,UPI,Male,18
ORD1034710,03-01-2022,Kolkata,West Bengal,Online,Online Only,Sunglasses,2,3548,5,6741.2,Debit Card,Other,44
ORD1034711,07-08-2025,Coimbatore,Tamil Nadu,Offline,Standalone Store,Computer Glasses,2,952,15,1618.4,Cash,Female,51
ORD1034712,23-12-2025,Trivandrum,Kerala,Offline,Standalone Store,Contact Lenses,2,3269,5,6211.1,Credit Card,Female,23
ORD1034713,20-06-2023,Ahmedabad,Gujarat,Offline,Standalone Store,Contact Lenses,2,872,0,1744,Cash,Male,39
ORD1034714,21-02-2022,Patna,Bihar,Offline,Mall Store,Sunglasses,3,3625,15,9243.75,Cash,Other,60
ORD1034715,18-07-2025,Bhopal,Madhya Pradesh,Offline,Mall Store,Computer Glasses,3,1479,15,3771.45,Debit Card,Other,40
ORD1034716,13-06-2023,Ranchi,Jharkhand,Offline,Online Only,Eyeglasses,1,4168,20,3334.4,Credit Card,Female,35
ORD1034717,01-04-2025,Cuttack,Odisha,Offline,Standalone Store,Computer Glasses,2,2841,0,5682,Net Banking,Female,29
ORD1034718,03-07-2025,Ahmedabad,Gujarat,Online,Online Only,Sunglasses,2,4914,20,7862.4,Credit Card,Female,50
ORD1034719,23-03-2025,Trivandrum,Kerala,Offline,Online Only,Eyeglasses,2,1197,5,2274.3,Credit Card,Other,40
ORD1034720,26-06-2022,Jaipur,Rajasthan,Offline,High Street Store,Contact Lenses,1,4927,15,4187.95,Cash,Other,57
ORD1034721,15-11-2022,Kolkata,West Bengal,Offline,Mall Store,Computer Glasses,1,3424,0,3424,Cash,Male,29
ORD1034722,17-04-2023,Kochi,Kerala,Offline,High Street Store,Eyeglasses,2,4993,20,7988.8,Cash,Male,39
ORD1034723,01-08-2024,Indore,Madhya Pradesh,Online,Online Only,Contact Lenses,2,1901,10,3421.8,Credit Card,Male,61
ORD1034724,14-02-2024,Faridabad,Haryana,Offline,Online Only,Sunglasses,1,4159,15,3535.15,UPI,Male,58
ORD1034725,14-10-2024,Bhubaneswar,Odisha,Online,Online Only,Sunglasses,1,3341,15,2839.85,Net Banking,Male,63
ORD1034726,18-07-2025,Bhopal,Madhya Pradesh,Offline,Mall Store,Contact Lenses,3,809,10,2184.3,Debit Card,Male,57
ORD1034727,08-07-2025,Ranchi,Jharkhand,Online,Online Only,Sunglasses,2,4509,5,8567.1,Debit Card,Male,56
ORD1034728,27-12-2024,Coimbatore,Tamil Nadu,Offline,High Street Store,Contact Lenses,3,3724,10,10054.8,UPI,Female,45
ORD1034729,01-01-2022,Cuttack,Odisha,Online,Online Only,Contact Lenses,2,3874,15,6585.8,Net Banking,Other,30
ORD1034730,07-05-2022,Lucknow,Uttar Pradesh,Offline,High Street Store,Sunglasses,2,3104,15,5276.8,UPI,Other,24
ORD1034731,30-06-2023,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,1,2460,0,2460,Credit Card,Male,42
ORD1034732,24-01-2024,Hyderabad,Telangana,Offline,Online Only,Contact Lenses,2,4104,15,6976.8,Credit Card,Female,45
ORD1034733,26-05-2024,Indore,Madhya Pradesh,Offline,Standalone Store,Contact Lenses,3,3945,20,9468,Credit Card,Other,26
ORD1034734,06-01-2022,Jaipur,Rajasthan,Online,Online Only,Computer Glasses,2,2738,10,4928.4,UPI,Female,50
ORD1034735,30-11-2022,Ranchi,Jharkhand,Offline,Mall Store,Contact Lenses,1,2269,0,2269,Credit Card,Other,60
ORD1034736,31-10-2024,Gurugram,Haryana,Online,Online Only,Computer Glasses,2,3993,5,7586.7,Debit Card,Other,61
ORD1034737,19-10-2022,Pune,Maharashtra,Offline,Online Only,Contact Lenses,3,3200,20,7680,Cash,Male,58
ORD1034738,06-01-2023,Bengaluru,Karnataka,Offline,Standalone Store,Contact Lenses,2,2111,0,4222,Debit Card,Female,53
ORD1034739,13-03-2023,Patna,Bihar,Online,Online Only,Eyeglasses,1,2953,10,2657.7,Debit Card,Male,51
ORD1034740,27-07-2025,Patna,Bihar,Online,Online Only,Computer Glasses,3,2693,20,6463.2,Debit Card,Female,34
ORD1034741,20-06-2022,Lucknow,Uttar Pradesh,Online,Online Only,Computer Glasses,2,3294,5,6258.6,Cash,Female,52
ORD1034742,23-03-2023,Chandigarh,Chandigarh,Offline,Mall Store,Eyeglasses,1,4793,20,3834.4,Net Banking,Female,38
ORD1034743,18-10-2024,Chandigarh,Chandigarh,Offline,Mall Store,Computer Glasses,1,1536,20,1228.8,UPI,Female,29
ORD1034744,23-07-2023,Bhopal,Madhya Pradesh,Online,Online Only,Eyeglasses,1,3458,20,2766.4,Debit Card,Female,41
ORD1034745,31-05-2024,Trivandrum,Kerala,Offline,Online Only,Sunglasses,3,1247,5,3553.95,Cash,Other,54
ORD1034746,05-04-2022,Mumbai,Maharashtra,Offline,High Street Store,Computer Glasses,2,2598,5,4936.2,Cash,Other,27
ORD1034747,30-01-2025,Kolkata,West Bengal,Offline,Mall Store,Eyeglasses,2,2119,10,3814.2,UPI,Male,58
ORD1034748,01-09-2025,Pune,Maharashtra,Online,Online Only,Computer Glasses,2,1144,0,2288,Net Banking,Male,51
ORD1034749,02-09-2025,Patna,Bihar,Online,Online Only,Eyeglasses,1,2019,10,1817.1,Cash,Male,35
ORD1034750,03-09-2025,Bhubaneswar,Odisha,Offline,Standalone Store,Sunglasses,2,4519,15,7682.3,UPI,Male,42
ORD1034751,01-08-2024,Bengaluru,Karnataka,Offline,Online Only,Contact Lenses,2,4795,0,9590,UPI,Female,48
ORD1034752,20-07-2024,Noida,Uttar Pradesh,Online,Online Only,Eyeglasses,2,2226,5,4229.4,Credit Card,Other,58
ORD1034753,17-01-2023,Faridabad,Haryana,Online,Online Only,Sunglasses,2,3878,15,6592.6,Net Banking,Female,26
ORD1034754,12-06-2023,Bhubaneswar,Odisha,Offline,High Street Store,Computer Glasses,1,3723,5,3536.85,UPI,Male,25
ORD1034755,27-11-2024,Chennai,Tamil Nadu,Online,Online Only,Eyeglasses,1,4594,25,3445.5,Debit Card,Female,24
ORD1034756,14-07-2025,Gurugram,Haryana,Online,Online Only,Eyeglasses,3,4556,5,12984.6,Debit Card,Other,46
ORD1034757,13-07-2023,Jaipur,Rajasthan,Offline,Online Only,Eyeglasses,3,4368,10,11793.6,UPI,Female,51
ORD1034758,21-05-2024,Hyderabad,Telangana,Online,Online Only,Eyeglasses,1,3560,0,3560,Cash,Other,19
ORD1034759,01-04-2024,Coimbatore,Tamil Nadu,Offline,Online Only,Computer Glasses,1,4051,5,3848.45,UPI,Male,63
ORD1034760,27-07-2023,Lucknow,Uttar Pradesh,Offline,Mall Store,Computer Glasses,1,4070,15,3459.5,Net Banking,Male,44
ORD1034761,15-09-2025,Hyderabad,Telangana,Offline,High Street Store,Computer Glasses,1,2679,0,2679,Net Banking,Male,30
ORD1034762,04-04-2025,Hyderabad,Telangana,Online,Online Only,Eyeglasses,3,1523,5,4340.55,Debit Card,Male,46
ORD1034763,18-10-2023,Hyderabad,Telangana,Online,Online Only,Computer Glasses,3,3998,25,8995.5,Net Banking,Other,26
ORD1034764,04-06-2024,Chennai,Tamil Nadu,Online,Online Only,Eyeglasses,2,3665,20,5864,Net Banking,Male,40
ORD1034765,07-09-2022,Delhi,Delhi,Online,Online Only,Computer Glasses,1,3492,5,3317.4,Credit Card,Male,18
ORD1034766,29-06-2024,Bengaluru,Karnataka,Offline,Standalone Store,Computer Glasses,1,876,15,744.6,Cash,Female,48
ORD1034767,20-09-2022,Jaipur,Rajasthan,Offline,Mall Store,Sunglasses,1,4216,0,4216,Net Banking,Other,35
ORD1034768,05-10-2022,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,2,1929,15,3279.3,Net Banking,Male,29
ORD1034769,14-01-2022,Chandigarh,Chandigarh,Offline,Mall Store,Eyeglasses,1,1649,10,1484.1,Credit Card,Female,60
ORD1034770,08-05-2022,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,1,4755,20,3804,Cash,Other,56
ORD1034771,07-02-2023,Chandigarh,Chandigarh,Offline,High Street Store,Computer Glasses,1,1123,5,1066.85,Debit Card,Male,19
ORD1034772,24-11-2025,Jaipur,Rajasthan,Online,Online Only,Computer Glasses,3,4553,0,13659,Debit Card,Male,19
ORD1034773,04-11-2022,Trivandrum,Kerala,Online,Online Only,Computer Glasses,3,838,10,2262.6,Debit Card,Male,24
ORD1034774,18-04-2023,Cuttack,Odisha,Online,Online Only,Contact Lenses,3,4323,10,11672.1,Debit Card,Male,40
ORD1034775,01-04-2025,Faridabad,Haryana,Offline,Standalone Store,Computer Glasses,2,2534,5,4814.6,Debit Card,Female,58
ORD1034776,21-11-2023,Chandigarh,Chandigarh,Offline,Online Only,Contact Lenses,2,2331,0,4662,Net Banking,Female,37
ORD1034777,20-06-2022,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,2,1350,15,2295,Net Banking,Male,52
ORD1034778,08-11-2022,Ranchi,Jharkhand,Online,Online Only,Contact Lenses,1,3756,5,3568.2,UPI,Other,60
ORD1034779,25-01-2024,Ahmedabad,Gujarat,Offline,Standalone Store,Contact Lenses,1,3519,0,3519,Cash,Other,46
ORD1034780,23-04-2023,Trivandrum,Kerala,Online,Online Only,Computer Glasses,3,1035,20,2484,Cash,Other,42
ORD1034781,10-08-2023,Faridabad,Haryana,Offline,Standalone Store,Eyeglasses,1,2976,5,2827.2,Net Banking,Female,23
ORD1034782,05-06-2023,Kolkata,West Bengal,Offline,Online Only,Computer Glasses,3,2137,15,5449.35,Net Banking,Female,47
ORD1034783,30-11-2025,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,2,4873,5,9258.7,Net Banking,Female,38
ORD1034784,01-03-2024,Delhi,Delhi,Offline,Standalone Store,Eyeglasses,2,3367,20,5387.2,UPI,Female,45
ORD1034785,22-01-2025,Pune,Maharashtra,Online,Online Only,Contact Lenses,1,4829,20,3863.2,Cash,Male,63
ORD1034786,18-01-2024,Cuttack,Odisha,Online,Online Only,Sunglasses,1,1327,5,1260.65,Debit Card,Female,19
ORD1034787,08-03-2022,Mumbai,Maharashtra,Online,Online Only,Eyeglasses,2,3936,25,5904,Cash,Female,29
ORD1034788,11-06-2025,Trivandrum,Kerala,Offline,Mall Store,Sunglasses,1,1126,15,957.1,Net Banking,Other,44
ORD1034789,11-02-2022,Hyderabad,Telangana,Offline,High Street Store,Eyeglasses,1,2168,10,1951.2,Debit Card,Female,27
ORD1034790,07-05-2023,Faridabad,Haryana,Online,Online Only,Sunglasses,1,4533,15,3853.05,Credit Card,Female,39
ORD1034791,12-07-2024,Mumbai,Maharashtra,Offline,Standalone Store,Computer Glasses,2,4115,5,7818.5,Credit Card,Male,35
ORD1034792,01-03-2022,Chennai,Tamil Nadu,Offline,Mall Store,Contact Lenses,3,2695,0,8085,Cash,Male,61
ORD1034793,17-11-2024,Jaipur,Rajasthan,Online,Online Only,Eyeglasses,3,3838,10,10362.6,Credit Card,Other,34
ORD1034794,10-01-2025,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,1,2219,15,1886.15,Cash,Other,28
ORD1034795,06-05-2025,Chandigarh,Chandigarh,Online,Online Only,Eyeglasses,3,4655,20,11172,Credit Card,Male,33
ORD1034796,16-06-2025,Cuttack,Odisha,Offline,High Street Store,Sunglasses,2,1873,15,3184.1,Net Banking,Female,40
ORD1034797,07-04-2025,Gurugram,Haryana,Offline,High Street Store,Contact Lenses,3,4593,15,11712.15,Cash,Male,53
ORD1034798,30-12-2023,Bhopal,Madhya Pradesh,Online,Online Only,Sunglasses,2,2534,10,4561.2,Credit Card,Other,59
ORD1034799,10-05-2024,Ahmedabad,Gujarat,Offline,High Street Store,Computer Glasses,2,957,15,1626.9,UPI,Female,34
ORD1034800,05-08-2024,Lucknow,Uttar Pradesh,Online,Online Only,Eyeglasses,1,2436,10,2192.4,Credit Card,Female,40
ORD1034801,19-02-2024,Jaipur,Rajasthan,Offline,Mall Store,Sunglasses,3,3655,0,10965,Debit Card,Female,28
ORD1034802,31-01-2022,Gurugram,Haryana,Online,Online Only,Contact Lenses,3,4331,5,12343.35,Credit Card,Male,64
